What,0,1,2,3,4,Date,Hour,5,6,7
ABC most viewed,"Beyond the glittering lights of the Olympics, this Tokyo doctor has a warning: 'We're close to a collapse'",Why Greater Sydney's COVID lockdown is likely to be extended again,"Voters fed-up with lockdown lose faith in Morrison, while Berejiklian gets a sympathy card",Live: More than 2 million Sydney residents now unable to leave their LGA for work,"When this rare infection started appearing across the US, disease detectives had to work fast",2021-07-29,08,,,
ABC most viewed,Victoria records seven local COVID-19 cases as exposure sites grow,"Beyond the glittering lights of the Olympics, this Tokyo doctor has a warning: 'We're close to a collapse'",Live: More than 2 million Sydney residents now unable to leave their LGA for work,Why Greater Sydney's COVID lockdown is likely to be extended again,"Voters fed-up with lockdown lose faith in Morrison, while Berejiklian gets a sympathy card",2021-07-29,09,,,
ABC most viewed,"Live: Restrictions tightened for eight Sydney LGAs, police given power to close businesses that flout rules","Genome sequencing confirms source of virus in backpacker hostel, masks mandatory for another week",Victoria records seven local COVID-19 cases as exposure sites grow,Why Greater Sydney's COVID lockdown is likely to be extended again,This Tokyo doctor hopes he never has to use this room. But Delta's rampage might leave him no choice,2021-07-29,11,,,
ABC most viewed,"Live: NSW Police given powers to close businesses that flout rules, residents limited to moving within 5km of home","NSW's COVID crisis deepens, authorities confirm record 239 new cases and new lockdown restrictions","Tests confirm source of virus in Brisbane hostel, masks mandatory for another week","Victoria records seven local COVID-19 cases, residents tested at Melbourne apartment complex",Stubblety-Cook storms to Olympic breaststroke gold,2021-07-29,12,,,
ABC most viewed,"NSW's COVID crisis deepens, authorities confirm record 239 new cases and more lockdown restrictions","Live: NSW Police given powers to close businesses that flout rules, residents limited to moving within 5km of home","Protester accused of punching police horse refusing COVID test in jail, court told",Stubblety-Cook storms to Olympic breaststroke gold,"Tests confirm source of virus in Brisbane hostel, masks mandatory for another week",2021-07-29,13,,,
ABC most viewed,"Live: NSW Police given powers to close businesses that flout rules, residents limited to moving within 5km of home","NSW's COVID crisis deepens, authorities confirm record 239 new cases and more lockdown restrictions","Australia suffers shock Olympic defeat in women's 4x200m relay final, finishing third",How many active COVID cases are there in your NSW suburb?,"Protester accused of punching police horse refusing COVID test in jail, court told",2021-07-29,14,,,
ABC most viewed,"NSW's COVID crisis deepens, authorities confirm record 239 new cases and more lockdown restrictions","Live: NSW Police given powers to close businesses that flout rules, residents limited to moving within 5km of home",Australia wins bronze in shock Olympic women's 4x200m relay upset,How many active COVID cases are there in your NSW suburb?,"Protester accused of punching police horse refusing COVID test in jail, court told",2021-07-29,15,,,
ABC most viewed,Live: NSW Police Commissioner requests Defence Force assistance to enforce public health orders,"NSW's COVID crisis deepens, authorities confirm record 239 new cases and more lockdown restrictions",How many active COVID cases are there in your NSW suburb?,"Man murdered woman during argument after paying $15,000 for an arranged marriage, Perth court told",Australia wins bronze in shock Olympic women's 4x200m relay upset,2021-07-29,16,,,
ABC most viewed,Live: NSW Police Commissioner requests Defence Force assistance to enforce public health orders,"NSW's COVID crisis deepens, authorities confirm record 239 new cases and more lockdown restrictions",How many active COVID cases are there in your NSW suburb?,Australia wins bronze in shock Olympic women's 4x200m relay upset,"Man murdered woman during argument after paying $15,000 for an arranged marriage, Perth court told",2021-07-29,17,,,
ABC most viewed,Sydney GP blasted after charging $370 for Pfizer vaccine 'consultations',Live: One third of COVID patients in NSW ICU aged under 50,"NSW's COVID crisis deepens, authorities confirm record 239 new cases and more lockdown restrictions",How many active COVID cases are there in your NSW suburb?,This is the percentage of the population who must be vaccinated before we can say goodbye to lockdowns forever,2021-07-29,18,,,
ABC most viewed,Sydney GP blasted after charging $370 for Pfizer vaccine 'consultations',This is the percentage of the population which must be vaccinated before we can say goodbye to lockdowns forever,"NSW's COVID crisis deepens, authorities confirm record 239 new cases and more lockdown restrictions",How many active COVID cases are there in your NSW suburb?,Townsville primary school principal arrested over alleged child exploitation offences,2021-07-29,19,,,
ABC most viewed,Sydney GP blasted after charging $370 for Pfizer vaccine 'consultations',This is the percentage of the population which must be vaccinated before we can say goodbye to lockdowns forever,Townsville primary school principal arrested over alleged child exploitation offences,How many active COVID cases are there in your NSW suburb?,"NSW's COVID crisis deepens, authorities confirm record 239 new cases and more lockdown restrictions",2021-07-29,20,,,
ABC most viewed,Sydney GP blasted after charging $370 for Pfizer vaccine 'consultations',This is the percentage of the population which must be vaccinated before we can say goodbye to lockdowns forever,Townsville primary school principal arrested over alleged child exploitation offences,Could this white rock be Australia's next iron ore?,"NSW's COVID crisis deepens, authorities confirm record 239 new cases and more lockdown restrictions",2021-07-29,21,,,
ABC most viewed,Sydney GP blasted after charging $370 for Pfizer vaccine 'consultations',This is the percentage of the population which must be vaccinated before we can say goodbye to lockdowns forever,"Man murdered woman during argument after paying $15,000 for an arranged marriage, Perth court told",Townsville primary school principal arrested over alleged child exploitation offences,"NSW's COVID crisis deepens, authorities confirm record 239 new cases and more lockdown restrictions",2021-07-29,22,,,
ABC most viewed,Sydney GP blasted after charging $370 for Pfizer vaccine 'consultations',This is the percentage of the population which must be vaccinated before we can say goodbye to lockdowns forever,"Man murdered woman during argument after paying $15,000 for an arranged marriage, Perth court told","Gesti tested positive for COVID a day before giving birth. Three weeks later, the virus took her life",Townsville primary school principal arrested over alleged child exploitation offences,2021-07-29,23,,,
ABC most viewed,Sydney GP blasted after charging $370 for Pfizer vaccine 'consultations',This is the percentage of the population which must be vaccinated before we can say goodbye to lockdowns forever,"Man murdered woman during argument after paying $15,000 for an arranged marriage, Perth court told","Gesti tested positive for COVID a day before giving birth. Three weeks later, the virus took her life",Townsville primary school principal arrested over alleged child exploitation offences,2021-07-30,00,,,
ABC most viewed,Sydney GP blasted after charging $370 for Pfizer vaccine 'consultations',National Cabinet will today see a set of numbers that might just chart a path out of the pandemic,This is the percentage of the population which must be vaccinated before we can say goodbye to lockdowns forever,"Man murdered woman during argument after paying $15,000 for an arranged marriage, Perth court told","Gesti tested positive for COVID a day before giving birth. Three weeks later, the virus took her life",2021-07-30,01,,,
ABC most viewed,Sydney GP blasted after charging $370 for Pfizer vaccine 'consultations',National Cabinet will today see a set of numbers that might just chart a path out of the pandemic,This is the percentage of the population which must be vaccinated before we can say goodbye to lockdowns forever,"Man murdered woman during argument after paying $15,000 for an arranged marriage, Perth court told",Here's what we know about Victoria's Mooney Valley Racetrack COVID case – and what it could mean,2021-07-30,02,,,
ABC most viewed,National Cabinet will today see a set of numbers that might just chart a path out of the pandemic,Sydney GP blasted after charging $370 for Pfizer vaccine 'consultations',This is the percentage of the population which must be vaccinated before we can say goodbye to lockdowns forever,Here's what we know about Victoria's Mooney Valley Racetrack COVID case – and what it could mean,"Man murdered woman during argument after paying $15,000 for an arranged marriage, Perth court told",2021-07-30,03,,,
ABC most viewed,National Cabinet will today see a set of numbers that might just chart a path out of the pandemic,Sydney GP blasted after charging $370 for Pfizer vaccine 'consultations',This is the percentage of the population which must be vaccinated before we can say goodbye to lockdowns forever,Here's what we know about Victoria's Mooney Valley Racetrack COVID case – and what it could mean,"Man murdered woman during argument after paying $15,000 for an arranged marriage, Perth court told",2021-07-30,04,,,
